PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007000000 uM,Activity at 0.00160 uM,Activity at 0.00370 uM,Activity at 0.00820 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.092 uM,Activity at 0.205 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.112 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
7888,4238599,3233709,C1=CC=C(C=C1)CCC2=NC3=CN=C(N=C3N(C2=O)CC4=CC=CS4)NC5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,29.59,,,-26.3,,-23.68,,-26.3,,-10.29,,3.743,,22.46,,29.59,QC'd by Pharmacopeia
7889,4239076,3234183,CN1C=CC=C1C(=O)N2CCC[C@]3(C2)CCN(C3)C4=CC=CC(=C4)C5=CC=CC=C5,Active,42,,,Inhibitor,12.5893,79.333,,Partial curve; high efficacy,-4.9,3.5117,0.8109,-80.179,-0.846,-2.1,0 0 0 1 0 0 0,-80.79,,,14.55,,-12.52,,-23.35,,243.4,,17.67,,-32.26,,-80.79,QC'd by Pharmacopeia
7890,4254389,364212,C1C(=NN2C(=NN=C2S1)C3=CC=C(C=C3)Cl)C4=CC=C(O4)[N+](=O)[O-],Active,45,,,Inhibitor,2.5119,92.3214,,Partial curve; high efficacy,-5.6,1.9673,0.922,-84.8818,7.4396,-2.1,1 0 0 0 0 0 0,-80.92,-23.77,,-0.7404,,25.36,,-5.285,,7.563,,-34.1,,-80.92,,,QC'd by NCI
7891,11111024,6603801,C[C@@H](CC1=CC(=C(C=C1OC)I)OC)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-26.89,-1.214,-7.765,61.7,-14.79,14.78,-7.101,-22.5,-11.14,-21.35,-26.98,18.4,27.47,25.36,6.677,-26.89,QC'd by SigmaAldrich
7892,17385135,3247215,CC1=CC(=NN1C)CN2C3=C(C=C2C(=O)N(C)C)[C@H]4[C@@H](C3)CN([C@@]4(CC5=CC=C(C=C5)OC)C(=O)OC)C(=O)C6=CC=CC=C6,Inconclusive,20,,,Inhibitor,39.8107,78.944,,Single point of activity,-4.4,3.0654,0.8089,-86.1301,-7.1861,-3,0 0 0 0 1 0 0,-66.62,,,-20.38,,-18.67,,5.241,,-17.46,,24.31,,-4.755,,-66.62,QC'd by UPCMLD
7893,11112937,62881,CC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCNC(=O)CCC(=O)N(CCCCCN)O)O)O.CS(=O)(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,10.12,19.15,-12.89,-21.54,-17.33,31.34,-8.828,-27.74,-2.017,7.79,-1.731,-6.276,15.56,,10.12,,QC'd by Prestwick
7894,4237596,3232709,CC1=NC2=CN=C(N=C2N(C1=O)CC3=CC(=CC=C3)OC)N4CCNCC4,Inconclusive,20,,,Inhibitor,39.8107,57.8969,,Single point of activity,-4.4,4.4495,0.9086,-60.7,-2.8031,-3,0 0 0 0 0 1 0,-51,,,-1.131,,-4.765,,-2.725,,-12.37,,7.031,,46.61,,-51,QC'd by Pharmacopeia
7895,4252666,408925,CCOC1=CC=C(C=C1)N=NS(=O)(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.3051,0.6106,,-6.799,,-7.702,,3.792,,5.37,,-3.335,,-0.3051,,,QC'd by NCI
7896,11111025,6603801,C[C@@H](CC1=CC(=C(C=C1OC)I)OC)N,Inactive,0,,,Inactive,,,,,,,,,,4,,21.92,15.87,3.25,46.76,11.19,-4.129,6.722,28.62,2.535,58,-21.58,13.16,15.06,20.92,9.152,21.92,QC'd by SigmaAldrich
7897,11111808,91769,C1CCN(CC1)CC2=CC(=CC=C2)OCCCNC3=NC4=CC=CC=C4S3,Inactive,0,,,Inactive,,,,,,,,,,4,,-21.83,-36.03,-22.74,9.4,-8.069,-20.52,5.905,-7.043,-0.1073,3.572,19.49,-0.4664,11.73,-24.88,-14.18,-21.83,QC'd by SigmaAldrich
7898,4239570,3234677,CC1=NC2=CN=C(N=C2N(C1=O)CCC#N)NC3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.803,,,-0.9071,,-10.94,,-21.7,,-9.937,,15.73,,78.9,,-5.803,QC'd by Pharmacopeia
7899,11113503,2757788,C1=CC(=CC=C1N=C(N)N)Cl,Inactive,0,,,Activator,39.8107,80.8465,,Single point of activity,-4.4,4.9549,0.8383,71.7175,-9.129,3,0 0 0 0 0 0 0 0 0 0 0 1 0 0 0,63.18,-21.77,-15.39,-14.72,-19.64,-6.693,-9.207,-0.1465,6.848,-14.07,-3.519,2.71,19.57,-9.138,-6.248,63.18,QC'd by Tocris
7900,11114046,6604857,CC1=C(C=CC(=C1)[C@@](C)(C(=O)O)N)P(=O)(O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,0.2277,-9.341,-30.47,-9.661,-10.54,-14.4,-21.34,3.433,-4.567,-15.25,-6.437,-1.04,-1.494,37.87,-2.777,0.2277,QC'd by Tocris
7901,4240055,3235162,CN(C)CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NCCOC,Inactive,0,,,Inactive,,,,,,,,,,4,,30.88,,,-22.38,,-14.94,,-5.539,,27.64,,42.56,,8.075,,30.88,QC'd by Pharmacopeia
7902,4238098,3233209,CN(C)C1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=C(C=C3)F)C4CC4,Inactive,0,,,Inactive,,,,,,,,,,4,,-35.07,,,13.24,,11.81,,-69.37,,47.09,,11.19,,6.131,,-35.07,QC'd by Pharmacopeia
7903,26750932,16758412,CC1=CC2=C(CCCCN2CC/C(=N/O[C@H]3[C@@H]([C@H]([C@H]([C@H](O3)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)/C)N=C1C,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.3416,-5.584,,-13.37,,-16.54,,36.15,,-12.62,,38.08,,-0.3416,,,QC'd by BUCMLD
7904,26752348,16758848,CCCCC1CN2C(CCC(C2C3=CC=C(C=C3)Br)C)C(=O)O1,Inconclusive,20,,,Inhibitor,3.1623,47.526,,Single point of activity,-5.5,4.4495,0.9867,-54.3474,-6.8214,-3,1 0 0 1 0 0 0,-54.5,36.39,,-3.974,,-7.197,,50.65,,-10.43,,-14.67,,-54.5,,,QC'd by BUCMLD
7905,11112936,8732,CCCC1=NC=C(C(=N1)N)C[N+]2=CC=CC=C2C.Cl.[Cl-],Inactive,0,,,Inactive,,,,,,,,,,4,,0.8349,5.704,13.22,-6.701,2.708,26.91,1.528,17.9,-3.942,-25.87,20.11,-4.762,-2.713,,0.8349,,QC'd by Prestwick
7906,4253230,250569,C1CN(C2=CC=CC=C2N1S(=O)(=O)C3=CC=CC=C3)S(=O)(=O)C4=CC=CC=C4,Active,93,,,Inhibitor,0.1259,109.626,,Complete curve; high efficacy,-6.9,1.4163,0.9843,-106.638,2.9883,-1.1,0 0 0 0 0 0 0,-105.3,-4.277,,14.23,,-9.808,,-38.65,,-94.86,,-103.4,,-105.3,,,QC'd by NCI
7907,11111809,8515,C1=CC=C2C(=C1)C3=NNC4=CC=CC(=C43)C2=O,Inactive,0,,,Inactive,,,,,,,,,,4,,-45.83,-18.4,3.287,-3.104,13.02,13.57,-7.568,0.1554,15.64,7.882,40.14,63,15.79,25.38,4.014,-45.83,QC'd by SigmaAldrich
7908,11112368,205586,C1CCN[C@@H](C1)C2=CN=CC=C2,Inactive,0,,,Inactive,,,,,,,,,,4,,8.897,-11.24,5.81,-6.062,-12.6,55.71,1.067,-2.276,29.96,6.425,-5.17,11.57,-44.19,,8.897,,QC'd by Prestwick
7909,4238600,3233710,C1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)F)CCC#N,Inactive,0,,,Inactive,,,,,,,,,,4,,26.48,,,-8.03,,46.62,,15.12,,-37.2,,4.661,,28.51,,26.48,QC'd by Pharmacopeia
7910,17385134,3247185,COC(=O)[C@]1([C@@H]2[C@@H](CC3=C2C=C(N3CC4CC4)C(=O)N5CCCC5)CN1C(=O)C6=CC=CC=C6)CC7=CC=CC=C7,Active,46,,,Inhibitor,3.1623,102.044,,Partial curve; high efficacy,-5.5,0.6,0.9599,-116.454,-14.4095,-2.1,0 0 0 0 0 0 0,-101.8,,,-19.54,,-18.37,,-15.93,,-50.14,,-53.34,,-85.71,,-101.8,QC'd by UPCMLD
7911,4239077,3234184,C1=CC=C(C(=C1)C2=CC3=C(C=C2)N=CN=C3NCC4=CN=CC=C4)Cl,Active,98,,,Inhibitor,0.01,66.6975,,Complete curve; high efficacy,-8,2.7868,0.9972,-103.582,-36.885,-1.1,0 0 0 0 0 0 0,-106.1,,,-41.15,,-92.55,,-102.7,,-102.5,,-102.9,,-104,,-106.1,QC'd by Pharmacopeia
7912,4254388,364042,C1CC(=O)N(N=C1C2=CC=CC=C2)C3=NC4=CC=CC=C4S3,Inactive,0,,,Inactive,,,,,,,,,,4,,6.125,20.85,,-6.328,,-5.082,,-2.504,,27.04,,25.76,,6.125,,,QC'd by NCI
7913,4237593,3232706,C1=CC=C(C=C1)CNC2=NC=NC(=C2)C3=CN=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-58.72,,,-42.31,,-43.44,,-14.15,,57.37,,23.42,,-27.45,,-58.72,QC'd by Pharmacopeia
7914,4252665,226514,COC1=C(C=C(C=C1)C=NC2=C(C=CC3=CC=CC=C32)O)OC,Inconclusive,20,,,Inhibitor,5.0119,82.5,,Single point of activity,-5.3,1.1,0.7504,-70.314,12.186,-3,1 0 0 0 0 0 0,-52.19,-17.15,,3.457,,24.67,,22.03,,-15.65,,-1.337,,-52.19,,,QC'd by NCI
7915,11111026,6603802,C[C@@H](C1=C(C(=CC=C1)Cl)Cl)N,Inactive,0,,,Inactive,,,,,,,,,,4,,26.19,13.93,-23.35,4.646,-4.452,36.19,-14.48,-2.163,35.08,2.66,-1.288,32.36,20.38,-23.82,19.47,26.19,QC'd by SigmaAldrich
7916,17385137,3247137,COC1=CC=C(C=C1)C[C@@]2([C@@H]3[C@@H](CC4=C3C=C(N4CC5=CC(=C(C=C5)OC)OC)C(=O)N6CCCC6)CN2C(=O)C7=CC=CC=C7)C(=O)OC,Inconclusive,20,,,Inhibitor,15.8489,84.4214,,Partial curve; high efficacy; poor fit,-4.8,2.4729,0.742,-86.6772,-2.2558,-2.3,1 0 0 0 0 0 0,-83.04,,,29.86,,-28.02,,-13.45,,29.75,,3.844,,-29.62,,-83.04,QC'd by UPCMLD
7917,4238099,3233210,C1C[C@@]2(CCN(C2)CC3=CC=NC=C3)CN(C1)C(=O)C4=CC=NC=C4,Active,44,,,Inhibitor,5.0119,101.14,,Partial curve; high efficacy,-5.3,0.7,0.9112,-101.665,-0.5244,-2.1,0 0 0 0 0 0 0,-89.09,,,-10.87,,15.78,,-12.47,,-25.79,,-26.71,,-67.77,,-89.09,QC'd by Pharmacopeia
7918,4253890,424103,CC1=CC2=C(C=C(C=C2)OC(=O)C3=CC=C(C=C3)N=C(N)N)OC1=O,Inactive,0,,,Inactive,,,,,,,,,,4,,13.76,-4.949,,-16.12,,10.6,,-28.92,,12.16,,-5.946,,13.76,,,QC'd by NCI
7919,4253233,250864,C1=CC=C(C=C1)CN(CCC2=CC=CC=N2)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-32.45,-12.28,,8.955,,24.2,,20,,-31.73,,-11.67,,-32.45,,,QC'd by NCI
7920,4240056,3235163,COC1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)F)C5CC5,Inactive,0,,,Inactive,,,,,,,,,,4,,-0.7015,,,-17.12,,2.065,,9.522,,-11.41,,35.58,,80.39,,-0.7015,QC'd by Pharmacopeia
7921,26752349,16758849,CC1CCC2C(=O)OC(CN2C1C3=CC=C(C=C3)Br)COS(=O)(=O)C4=CC=C(C=C4)C,Inconclusive,20,,,Inhibitor,3.1623,52.05,,Single point of activity,-5.5,3.1925,0.7084,-49.029,3.021,-3,0 0 0 0 0 0 0,-48.34,-5.387,,-6.908,,21.24,,17.32,,-11.35,,-9.644,,-48.34,,,QC'd by BUCMLD
7922,11113502,1354,C1=CC(=CC(=C1)Cl)N=C(N)N=C(N)N,Inactive,0,,,Inactive,,,,,,,,,,4,,1.126,6.4,16.75,59.51,51.87,2.592,5.153,8.819,-1.949,-21.36,8.003,-15.37,34.81,-14.67,-1.709,1.126,QC'd by Tocris
7923,26750933,9556152,CC1=CC2=C(CCCN2CC/C(=N/OC)/C)N=C1C,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.2,51.9,,7.157,,12.26,,-5.174,,45.83,,4.998,,-7.2,,,QC'd by BUCMLD
7924,4239567,3234674,C1=CC=C(C(=C1)C2=CN=CN=C2N3C=CN=C3)C(F)(F)F,Active,42,,,Inhibitor,12.5893,83.08,,Partial curve; high efficacy,-4.9,3.132,0.8843,-83.876,-0.796,-2.1,0 0 0 0 0 0 0,-81.81,,,2.346,,5.286,,-24.54,,2.912,,11.15,,-38.86,,-81.81,QC'd by Pharmacopeia
7925,11111812,194156,C1C[C@H](N(C1)C(=O)CCC(=O)O)C(=O)O,Inactive,0,,,Activator,39.8107,106.824,,Single point of activity,-4.4,4.9549,0.5519,113.16,6.3369,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,101.8,-11.7,16.81,14.6,35.32,-9.541,30.46,10.01,7.578,43.81,-31.33,-3.036,17.11,-20.05,-6.895,101.8,QC'd by SigmaAldrich
7926,11114050,6604858,COC(=O)[C@@H](C1=CC=CC=C1)NC(=O)C2=CC(=NC3=CC=CC=C32)C4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-41.29,-28.73,-0.3488,0.6974,-5.536,5.126,-1.19,-5.089,-13.08,25.24,-12.88,15.53,-9.026,6.911,-41.99,-41.29,QC'd by Tocris
7927,11112939,6420048,C1(=C(C(=O)C(=C(C1=O)O)O)O)O.O,Inactive,0,,,Inactive,,,,,,,,,,4,,17.6,-4.444,-3.793,-3.797,-6.93,20.55,-0.3336,-6.198,3.157,-3.843,-7.024,7.939,7.722,,17.6,,QC'd by Prestwick
7928,4239078,3234185,COCCN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC(=C3)C#N)NC4=CC=CC=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.64,,,-0.2028,,8.518,,-13.51,,-5.245,,16.2,,22.26,,-12.64,QC'd by Pharmacopeia
7929,4254387,3246717,C[C@@H]1OC2=C(O1)C=C(C=C2)C(=O)C[C@H](C3=CC4=C(C=C3)OCO4)C(=O)O,Inconclusive,20,,,Inhibitor,5.0119,59.46,,Partial curve; partial efficacy; poor fit,-5.3,1.21,0.5676,-64.5189,-5.0589,-2.4,0 0 1 0 0 0 0,-49.55,-27.59,,-12.42,,35.11,,1.039,,-13.35,,-19.34,,-49.55,,,QC'd by NCI
7930,4238597,3233707,C1CN(CCN1)C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=CS4)CC5=CC=CS5,Active,43,,,Inhibitor,5.0119,73.6945,,Partial curve; partial efficacy,-5.3,1.2216,0.8907,-65.1945,8.5,-2.2,1 0 0 0 0 0 0,-64.75,,,-21.04,,-7.232,,15.29,,18.62,,-19.39,,-41.12,,-64.75,QC'd by Pharmacopeia
7931,11112367,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,Inconclusive,20,,,Inhibitor,15.8489,130.552,,Partial curve; high efficacy; poor fit,-4.8,1,0.778,-109.092,21.46,-2.3,1 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-90.91,-16.02,25.46,17.95,43.9,10.33,57.09,-13.4,31.66,-7.215,7.975,3.47,4.541,-49.6,-49.25,-90.91,QC'd by Timtec
7932,11111027,1734,C[N+]1(CCC(CC1)OC(=O)C(C2=CC=CC=C2)C3=CC=CC=C3)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-26.63,5.548,41.49,-6.617,-19.95,5.638,-30.02,-37.96,-14.5,-17.39,-8.795,24.98,31.05,-30.59,-14.51,-26.63,QC'd by SigmaAldrich
7933,4237594,3232707,COC1=CC=C(C=C1)N2C3=NC(=NC=C3N=C(C2=O)C4=CC=C(C=C4)F)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-28.99,,,-4.659,,-10.02,,-22.57,,15.26,,10.55,,-4.107,,-28.99,QC'd by Pharmacopeia
7934,4240057,3235164,C1CC1NC2=NC(=NC3=CC=CC=C32)C4=COC=C4,Inconclusive,20,,,Inhibitor,25.1189,85.418,,Single point of activity,-4.6,1.3987,0.9764,-74.418,11,-3,0 0 0 1 0 0 0,-55.92,,,11.46,,17.22,,10.98,,48.51,,1.551,,-9.649,,-55.92,QC'd by Pharmacopeia
7935,11114048,3277600,CC1=NSC(=C1)NC(=O)NC2=CC3=C(C=C2)N(C=C3)C,Active,63,,,Inhibitor,3.1623,61.2755,,Complete curve; partial efficacy,-5.5,4.9549,0.8331,-51.2755,10,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-62.28,9.017,8.739,17.22,-2.543,-5.298,-2.086,16.12,-1.322,30.79,14.34,17.24,-58.7,-36.6,-45.34,-62.28,QC'd by Tocris
7936,4238100,3233211,C1=CC=C(C=C1)CCN2C(=O)C=NC3=CN=C(N=C32)OCC4=CC=CC=C4,Active,42,,,Inhibitor,15.8489,125.105,,Partial curve; high efficacy,-4.8,1.3723,0.8475,-108.936,16.1688,-2.1,0 0 0 0 0 0 0,-90.78,,,0.2726,,43.96,,-5.854,,31.78,,1.88,,-32.87,,-90.78,QC'd by Pharmacopeia
7937,4253889,5771645,CC[C@H](C(=O)C1=CC=CS1)C(C(F)(F)F)(C(F)(F)F)O,Inconclusive,20,,,Inhibitor,1.9953,103.25,,Partial curve; high efficacy; poor fit,-5.7,1.9673,0.7865,-85.2622,17.9874,-2.3,1 0 0 0 0 0 0,-81.6,-21.3,,-16.16,,16.33,,51.64,,12.76,,-37.18,,-81.6,,,QC'd by NCI
7938,26750934,9556008,CC1=CC2=C(CCCN2CC/C(=N/OC[C@@H]3[C@H](C=C[C@H](O3)C4=CC=CC=C4)OC5=CC=C(C=C5)OC)/C)N=C1C,Active,89,,,Inhibitor,0.3981,91.1818,,Complete curve; high efficacy,-6.4,1.1341,0.9784,-96.1276,-4.9458,-1.1,0 0 0 0 0 0 0,-98.89,-3.688,,-4.113,,-13.36,,-12.52,,-60.26,,-77.52,,-98.89,,,QC'd by BUCMLD
7939,26752350,16758849,CC1CCC2C(=O)OC(CN2C1C3=CC=C(C=C3)Br)COS(=O)(=O)C4=CC=C(C=C4)C,Active,87,,,Inhibitor,1,90.184,,Complete curve; high efficacy,-6,1.3443,0.9983,-99.0311,-8.8471,-1.1,0 0 0 0 0 0 0,-95.43,-5.731,,-10.67,,-9.116,,-12.41,,-32.79,,-76.55,,-95.43,,,QC'd by BUCMLD
7940,11113501,3277,CCN1C2=NC=C(C(=C2C=N1)NN=C(C)C)C(=O)OCC,Inconclusive,20,,,Inhibitor,10,56.5625,,Complete curve; partial efficacy; poor fit,-5,4.9549,0.6721,-53.339,3.2235,-1.4,1 0 0 0 0 0 1 0 0 0 0 0 0 0 0,-58.66,-27.17,-9.169,-17.18,-16.2,-12.19,3.181,33.89,25.98,8.13,26.87,7.999,19.07,-44.39,-40.64,-58.66,QC'd by Tocris
7941,4252664,197883,[C@H]([C@@H](C(=O)O)S)(C(=O)O)S,Inactive,0,,,Inactive,,,,,,,,,,4,,-39.88,-6.589,,22.51,,37.54,,6.132,,-8.925,,-11.81,,-39.88,,,QC'd by NCI
7942,11111811,5154,C[N+]1=C2C(=C3C=CC4=C(C3=C1)OCO4)C=CC5=CC6=C(C=C52)OCO6,Inconclusive,20,,,Inhibitor,3.1623,117.68,,Partial curve; high efficacy; poor fit,-5.5,0.6,0.7861,-114.84,2.84,-2.3,0 0 1 1 0 0 0 0 0 0 0 0 0,-87.18,6.684,-23.13,42.92,-59.57,26.42,2.95,-8.74,-41.92,-26.3,-27.22,-41.05,-74.34,,-87.18,,QC'd by Prestwick
7943,4239568,3234675,CN1C=CC=C1C(=O)N2CCC[C@]3(C2)CCN(C3)C(=O)NC4=CC(=CC=C4)F,Inactive,0,,,Inactive,,,,,,,,,,4,,28.43,,,17.29,,-4.062,,9.422,,1.127,,-4.297,,-7.919,,28.43,QC'd by Pharmacopeia
7944,11114049,443390,COC1=C(C=C2C(=C1)CCN2C(=O)NC3=CC(=CC(=C3)C4=CN=CC=C4)F)C(F)(F)F,Inconclusive,20,,,Inhibitor,10,49.007,,Complete curve; partial efficacy; poor fit,-5,4.9549,0.9031,-52.0186,-3.0116,-1.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-45,-1.313,-4.286,3.836,-0.4928,-4.899,3.333,-4.605,-4.088,-2.06,0.6305,-20.16,-3.777,-38.17,-56.28,-45,QC'd by Tocris
7945,4253232,108,C1=CC(=CN=C1)CC(=O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,9.663,1.325,,-10.82,,-15.83,,17.24,,-9.378,,12.99,,9.663,,,QC'd by NCI
7946,4253888,3246508,C(C(=O)O)NC(=O)[C@@H]1C(OC(N1)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,Inactive,0,,,Inactive,,,,,,,,,,4,,29.89,-18.58,,-14.36,,2.054,,3.763,,-17.36,,19.43,,29.89,,,QC'd by NCI
7947,11112938,8813,C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N.C(CS(=O)(=O)O)O.C(CS(=O)(=O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-20.46,-31.92,10.62,-17.71,-3.621,-19.38,-1.685,-7.331,3.351,36.35,19.75,16.39,-5.881,,-20.46,,QC'd by Prestwick
7948,17385136,3247196,COC1=CC=C(C=C1)C[C@@]2([C@@H]3[C@@H](CC4=C3C=C(N4CCO)C(=O)N5CCCC5)CN2C(=O)C6=CC=CC=C6)C(=O)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-62.58,,,-19.43,,-10.37,,-6.98,,-15.03,,13.56,,42.42,,-62.58,QC'd by UPCMLD
7949,4239079,3234186,C1C[C@@H](OC1)CN2C3=NC(=NC=C3N=C(C2=O)CCC4=CC=CC=C4)NC5=CC=CC=C5,Inactive,0,,,Inactive,,,,,,,,,,4,,-14.53,,,-5.321,,-18.53,,-34.25,,-16.56,,12.01,,11.93,,-14.53,QC'd by Pharmacopeia
7950,4254386,5771701,C[C@H](/C(=C/C1=CC2=C(C=C1)OCO2)/C(=O)O)C(=O)O,Inconclusive,20,,,Inhibitor,2.5119,77.9655,,Single point of activity,-5.6,2.3332,0.7566,-58.7605,19.205,-3,1 0 0 0 0 0 0,-57.84,-13.82,,-13.84,,25.61,,39.21,,22.88,,-13.49,,-57.84,,,QC'd by NCI
7951,4238598,3233708,CN1C2=NC(=NC=C2N=C(C1=O)C3=CC=CC(=C3)C#N)N(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-22.37,,,-13.28,,-33.6,,-30.64,,-18.83,,-13.79,,-2.008,,-22.37,QC'd by Pharmacopeia
7952,11112366,5280445,C1=CC(=C(C=C1C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-40.17,-24.17,-1.556,14.05,28.61,-1.547,2.899,1.2,2.878,-6.85,-7.999,6.963,1.584,,-40.17,,QC'd by Prestwick
7953,11114043,122028,CC1=C(SC(=C1C(=O)C2=CC(=CC=C2)C(F)(F)F)N)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-19.19,62.95,-9.183,-0.5368,1.223,-12.64,-0.545,-6.625,7.539,6.937,-8.601,-5.119,-17.44,7.828,-37.7,-19.19,QC'd by Tocris
7954,11111805,123600,CC(C)(C)NC[C@@H](C1=CC(=C(C=C1)O)CO)O,Inactive,0,,,Inactive,,,,,,,,,,4,,13.92,-54.97,40.65,18.18,52.06,-29.82,1.902,-13.6,-18.25,6.102,-6.844,-25.42,-16.02,-24.71,8.51,13.92,QC'd by SigmaAldrich
7955,26752351,16758849,CC1CCC2C(=O)OC(CN2C1C3=CC=C(C=C3)Br)COS(=O)(=O)C4=CC=C(C=C4)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-39.44,3.401,,11.97,,-0.2048,,-8.947,,-11.33,,-22.85,,-39.44,,,QC'd by BUCMLD
7956,4238101,3233212,COC1=CC=C(C=C1)C2=NC3=CN=C(N=C3N(C2=O)CCC#N)N4CCNCC4,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.031,,,-8.42,,-13.62,,-17.65,,-13.07,,7.756,,1.619,,-4.031,QC'd by Pharmacopeia
7957,11113500,6604722,CC(C)NC[C@@H](C1=CC(=C(C=C1)N)C#N)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.119,-3.48,43.31,6.778,-7.649,-5.168,-13.08,-24.15,-3.427,-14.63,-15.19,15.12,31.66,36.7,10.37,-2.119,QC'd by Tocris
7958,4239573,3234680,CC1=CC(=CC=C1)CNC2=NC(=NC3=CC=CC=C32)C4=COC=C4,Active,82,,,Inhibitor,7.9433,79.333,,Complete curve; high efficacy,-5.1,4.9549,0.9382,-79.512,-0.179,-1.1,0 0 0 0 0 0 0,-80.01,,,-16.15,,8.013,,-6.932,,11.78,,2.465,,-68.15,,-80.01,QC'd by Pharmacopeia
7959,4253892,98738,CC1=CC=C(C=C1)S(=O)(=O)N2CCC(CC2)(C3=CC=CC=C3)C(=O)O,Inactive,0,,,Activator,0.002,51.157,,Complete curve; partial efficacy; poor fit,-8.7,4.9549,0.5101,23.287,-27.87,1.4,0 0 0 0 0 0 0,61.07,-27.51,,20.93,,21.53,,23.33,,9.757,,1.181,,61.07,,,QC'd by NCI
7960,4240058,3235165,COC1=CC=CC(=C1)CN2C3=NC(=NC=C3N=C(C2=O)C4=CC(=CC(=C4)F)F)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-32.06,,,10.43,,-7.178,,-13.57,,-2.766,,13.11,,-18.91,,-32.06,QC'd by Pharmacopeia
7961,17385139,3247097,COC1=CC=C(C=C1)C[C@@]2([C@@H]3[C@@H](CC4=C3C=C(N4CCC5=CC(=C(C=C5)O)O)C(=O)N6CCCC6)CN2C(=O)C7=CC=CC=C7)C(=O)OC,Active,42,,,Inhibitor,15.8489,100.153,,Partial curve; high efficacy,-4.8,1,0.9296,-119.721,-19.5686,-2.1,0 0 0 0 0 0 0,-98.16,,,-8.866,,-35.09,,-25.43,,-19.14,,-31.17,,-61.65,,-98.16,QC'd by UPCMLD
7962,11112373,6604256,COC1=CC(=O)O[C@H](C1)/C=C\C2=CC=CC=C2,Inconclusive,20,,,Inhibitor,5.0119,77.864,,Partial curve; partial efficacy; poor fit,-5.3,1.111,0.6902,-78.148,-0.284,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0,-72.86,-7.686,-3.889,4.411,-19.25,19.98,-17.42,15.9,6.185,7.26,-36.8,-21.39,-31.92,,-72.86,,QC'd by Prestwick
