PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,Curve_Description,Fit_LogAC50,Fit_HillSlope,Fit_R2,Fit_InfiniteActivity,Fit_ZeroActivity,Fit_CurveClass,Excluded_Points,Max_Response,Activity at 0.0007317399 uM,Activity at 0.00164 uM,Activity at 0.00366 uM,Activity at 0.00370 uM,Activity at 0.00818 uM,Activity at 0.018 uM,Activity at 0.041 uM,Activity at 0.091 uM,Activity at 0.092 uM,Activity at 0.204 uM,Activity at 0.457 uM,Activity at 1.022 uM,Activity at 2.286 uM,Activity at 5.111 uM,Activity at 11.43 uM,Activity at 25.56 uM,Activity at 57.14 uM,Compound QC
13690,4238492,3233602,C1CN(CCC12CN(C2)CC3=CC=NC=C3)C(=O)C4=NC=CN=C4,Inactive,0,,,Inactive,,,,,,,,,,4,,-25.7356,,,10.4742,,,-7.9333,,-8.2576,,,-12.0696,,-11.3876,,-14.3871,,-25.7356,QC'd by Pharmacopeia
13691,26754412,71083,C1=C(NC=N1)C[C@H](C(=O)O)N,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.8783,-6.4654,-46.6292,-24.0874,,-9.3734,-11.8516,5.2316,-12.9995,,-26.9582,-13.58,-13.8064,4.8066,3.2297,-14.4665,2.645,-4.8783,QC'd by Timtec
13692,11111983,3797,CC(C)N(CCC(=O)C1=CC2=CC=CC=C2C=C1)CC3=CC=CC=C3,Inconclusive,23,,,Inhibitor,1.9953,40.1885,,Complete curve; partial efficacy,-5.7,1.1,0.9389,-41.8665,-1.678,-1.2,0 0 0 0 0 0 0,-42.3887,,,-7.88,,,-1.9216,,4.391,,,-9.6658,,-23.7858,,-33.308,,-42.3887,QC'd by SigmaAldrich
13693,17385226,3247119,COC1=C(C=C(C=C1)CCN2C3=C(C=C2C(=O)N4CCCC4)[C@H]5[C@@H](C3)CN([C@@]5(CC6=CC=C(C=C6)F)C(=O)OC)C(=O)C7=CC=CC=C7)Br,Active,87,,,Inhibitor,2.5119,111.338,,Complete curve; high efficacy,-5.6,1.1,0.9859,-118.758,-7.4203,-1.1,0 0 0 0 0 0 0,-107.32,,,-12.7356,,,-8.9281,,-1.7863,,,-24.1252,,-61.7401,,-101.668,,-107.32,QC'd by UPCMLD
13694,26747715,4937,CC(C)NC1=NC(=NC(=N1)Cl)NC(C)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.2972,,,-9.7888,,,-5.1657,,-7.0669,,,-13.9874,,-9.1575,,-6.1134,,-12.2972,QC'd by Microsource
13695,26748834,33341,CC(CO)C1=CC2=C(C=C1)C=C(C=C2)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-5.5934,,,-4.9388,,,-0.2853,,-0.2504,,,-5.418,,1.3317,,9.4745,,-5.5934,QC'd by Microsource
13696,26751105,16758534,CCO[C@H](C1=C(C(=CC(=C1)OC)[N+](=O)[O-])OC)[C@H](C)/C=C\CC(=O)OC,Active,44,,,Inhibitor,3.9811,77.5591,,Partial curve; partial efficacy,-5.4,1.4781,0.9951,-85.5239,-7.9648,-2.2,0 0 0 0 0 0 0,-72.1032,-10.6159,,-7.4902,,,-5.2313,,-7.8105,,,-12.3806,,-31.4519,,-72.1032,,,QC'd by BUCMLD
13697,4237505,3232618,C1CN(CCC12CCN(CC2)C(=O)C3=CC(=CC=C3)F)C4=CC=CC=C4,Inactive,0,,,Activator,7.9433,278.011,,Partial curve; high efficacy,-5.1,1.21,0.9995,273.927,-4.0843,2.1,0 0 0 0 0 0 0,251.788,,,-5.4488,,,-6.6338,,-2.7939,,,7.369,,45.6852,,162.001,,251.788,QC'd by Pharmacopeia
13698,4252560,223186,CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)C[N+](C)(C)[O-],Inconclusive,22,,,Inhibitor,5.0119,53.0351,,Partial curve; partial efficacy,-5.3,1.21,0.922,-57.5179,-4.4828,-2.2,0 0 0 0 0 0 0,-44.6126,-4.3805,,-9.4863,,,0.2155,,-6.8795,,,-12.4873,,-14.7322,,-44.6126,,,QC'd by NCI
13699,4239726,3234833,COCC(=O)N1CCC2(CCCN(C2)C(=O)NC3=CC=CC=C3)CC1,Inactive,0,,,Inactive,,,,,,,,,,4,,-18.934,,,4.8302,,,-0.4044,,1.1104,,,-1.7863,,-0.2288,,-7.9307,,-18.934,QC'd by Pharmacopeia
13700,26749969,16758157,CC(C)C1=CC2=CC[C@@H]3[C@](CCC[C@@]3(C2CC1)C)(C)CO,Inactive,0,,,Inactive,,,,,,,,,,4,,-26.4427,,,-18.9273,,,-5.9918,,-5.8162,,,-12.9362,,-15.5497,,-20.5277,,-26.4427,QC'd by Microsource
13701,4237504,3232617,C1CNCCC12CCN(CC2)C3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-14.1674,,,-7.932,,,-4.1323,,-9.2185,,,-7.5371,,-3.3907,,-6.9652,,-14.1674,QC'd by Pharmacopeia
13702,17389272,11241,CC(=C)CCl,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.5965,-4.8132,-14.6654,-3.0701,,-1.6358,-1.7475,-12.7174,-3.7749,,6.8385,-7.7225,-12.9122,-6.9671,-2.9071,-0.1142,4.096,-4.5965,QC'd by NIEHS/NTP
13703,26751104,16758533,C[C@@H]([C@H]1[C@H](CC(=O)O1)O)[C@H](C(C)C)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-9.7683,,,,,,,,,,,,,-5.6167,,-9.7683,,,QC'd by BUCMLD
13704,11113940,6604824,C[C@@H]1C2=CC=CC=C2CN1CC3=NCCN3,Inconclusive,20,,,Inhibitor,31.6228,35.252,,Partial curve; partial efficacy,-4.5,2.3332,0.9338,-39.8884,-4.6365,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-32.407,-4.1883,-4.8165,-10.9323,,-4.9402,-6.3143,-2.3657,-2.9894,,-2.197,-3.9219,-3.9475,-3.8683,-5.5327,-7.0099,-19.0033,-32.407,QC'd by Tocris
13705,4238491,3233601,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)C4=CC=C(C=C4)Cl)CCC#N,Inactive,0,,,Inactive,,,,,,,,,,4,,-6.3075,,,1.5956,,,2.625,,1.0738,,,-0.3631,,-1.3092,,-5.5854,,-6.3075,QC'd by Pharmacopeia
13706,17385231,3247175,CN(C)C(=O)C1=CC2=C(N1CC3=CC(=C(C=C3)Cl)C(F)(F)F)C[C@@H]4[C@H]2[C@](N(C4)C(=O)C5=CC=CC=C5)(CC6=CC=C(C=C6)F)C(=O)OC,Active,86,,,Inhibitor,1.9953,89.6176,,Complete curve; high efficacy,-5.7,1.21,0.9984,-97.0776,-7.4601,-1.1,0 0 0 0 0 0 0,-95.4814,,,-10.3224,,,-5.829,,-9.9149,,,-19.7013,,-54.9427,,-86.6193,,-95.4814,QC'd by UPCMLD
13707,4237508,3232621,C1OC2=C(O1)C=C(C=C2)C3=CC4=C(C=C3)N=CN=C4NCC5=CC=CS5,Inactive,0,,,Activator,,,,,,,,,,5,,-52.5224,,,-54.7118,,,-53.7175,,-51.7058,,,-46.3194,,-47.3,,-51.7008,,-52.5224,QC'd by Pharmacopeia
13708,11111980,135399235,CCCOC1=CC=CC=C1C2=NC3=NNN=C3C(=O)N2,Inactive,0,,,Inactive,,,,,,,,,,4,,-14.8592,-20.1269,-13.2663,-13.867,,-5.5977,-8.8595,-6.9413,-2.6297,,-5.0593,-5.9323,-10.908,-8.198,-9.6296,-13.1095,-14.8592,,QC'd by Prestwick
13709,11111180,3372,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,Inconclusive,21,,,Inhibitor,12.5893,68.0448,,Partial curve; partial efficacy,-4.9,1.9282,0.8685,-71.664,-3.6193,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-57.587,-14.3197,-5.0098,-6.6064,,-2.4933,-9.7369,0.052,-1.3156,,-3.4478,-4.6829,13.6056,-7.8634,-14.9367,-35.1361,-57.587,,QC'd by Prestwick
13710,26748832,16757822,CC(C)C1=C(C(=C(N1CCC(CC(CC(=O)[O-])O)O)C2=CC=C(C=C2)F)C3=CC=CC=C3)C(=O)C4=CC=CC=C4.[Ca+2],Inactive,0,,,Inactive,,,,,,,,,,4,,-23.7845,,,-4.9197,,,3.7378,,4.4906,,,2.9057,,-2.0414,,4.4053,,-23.7845,QC'd by Microsource
13711,26751103,9548050,C[C@@H]([C@H]1[C@@H](O1)CC(=O)OC)[C@H](C(C)C)OC,Active,43,,,Inhibitor,3.9811,70.7576,,Partial curve; partial efficacy,-5.4,1.9887,0.9694,-74.0645,-3.3068,-2.2,0 0 0 0 0 0 0,-66.5719,-0.136,,-1.9383,,,-2.1496,,-0.9833,,,-13.3564,,-19.15,,-66.5719,,,QC'd by BUCMLD
13712,11113937,3973,C1COCCN1C2=CC(=O)C3=C(O2)C(=CC=C3)C4=CC=CC=C4,Inconclusive,22,,,Inhibitor,10,65.2905,,Complete curve; partial efficacy,-5,0.9,0.9597,-67.9857,-2.6952,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-54.8254,7.127,-0.0032,-6.9245,,-3.4808,-7.0024,-5.8325,-2.0393,,-4.5505,-9.8726,-11.1284,-17.389,-22.9978,-35.4514,-52.8666,-54.8254,QC'd by Tocris
13713,4252561,223187,C1=CC(=CN=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)C3=CC=C(C=C3)N,Inconclusive,23,,,Inhibitor,3.1623,59.9994,,Partial curve; partial efficacy,-5.5,1.8851,0.9856,-63.4594,-3.46,-2.2,0 0 0 0 0 0 0,-58.7328,-3.1717,,0.8671,,,-6.2511,,-6.6874,,,-4.2225,,-23.5696,,-58.7328,,,QC'd by NCI
13714,17389277,7375,C1=CC(=CC(=C1)N)C(F)(F)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.5623,-13.4126,-30.4828,-28.4174,,-9.3673,-17.6796,-14.2137,-26.8758,,2.1662,8.8731,-0.9739,-6.4053,-0.0999,-14.5678,-22.6024,-12.5623,QC'd by NIEHS/NTP
13715,4238486,3233596,CC(C)NC(=O)N1CCC2(CC1)CCN(CC2)S(=O)(=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.2939,,,-11.2667,,,-5.3479,,-2.5236,,,-7.4928,,-8.534,,-3.8621,,-7.2939,QC'd by Pharmacopeia
13716,4239729,3234836,C1CN(CCC12CN(C2)C3=CC=CC(=C3)C4=CC=CC=C4)C(=O)C5=NC=CN=C5,Inconclusive,20,,,Inhibitor,39.8107,47.7008,,Single point of activity,-4.4,4.9549,0.6844,-38.3199,9.3808,-3,0 0 0 0 0 0 0,-31.6159,,,-1.8466,,,-0.6042,,2.2761,,,10.4114,,26.0005,,19.6588,,-31.6159,QC'd by Pharmacopeia
13717,26749976,3984814,C1C(C(OC2=C1C=CC(=C2)O)C3=CC(=C(C=C3)O)O)O,Inconclusive,20,,,Inhibitor,25.1189,36.3761,,Partial curve; partial efficacy,-4.6,1,0.9039,-57.4842,-21.1081,-2.2,0 0 0 0 0 0 0,-46.6535,,,-20.0428,,,-18.0068,,-27.4332,,,-19.1087,,-25.1511,,-31.7061,,-46.6535,QC'd by Microsource
13718,4239728,3234835,C1=CC=C(C=C1)CNC2=NC(=NC3=CC=CC=C32)C4=CC=CC(=C4)C#N,Inconclusive,20,,,Inhibitor,19.9526,75.0219,,Single point of activity,-4.7,1.4641,0.8294,-56.5245,18.4974,-3,0 0 0 0 0 0 0,-47.1038,,,15.6416,,,20.7682,,39.5455,,,2.7705,,9.6631,,-3.4766,,-47.1038,QC'd by Pharmacopeia
13719,26747721,3120,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-10.8035,,,4.0164,,,2.5846,,4.9916,,,4.8725,,7.9,,2.0712,,-10.8035,QC'd by Microsource
13720,11111179,3372,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,Inconclusive,20,,,Inhibitor,25.1189,60.4735,,Partial curve; partial efficacy,-4.6,1.5095,0.9588,-70.2128,-9.7393,-2.2,0 0 0 0 0 0 0,-57.1236,,,-15.3122,,,-5.479,,-5.6489,,,-11.4456,,-14.1538,,-22.3584,,-57.1236,QC'd by SigmaAldrich
13721,4237507,3232620,COC1=CC=C(C=C1)OC2=NC=C3C(=N2)N(C(=O)C=N3)CCC#N,Active,40,,,Inhibitor,25.1189,71.149,,Partial curve; partial efficacy,-4.6,1.9673,0.9398,-78.8236,-7.6746,-2.2,0 0 0 0 0 0 0,-66.926,,,-1.8018,,,-9.6297,,-4.8232,,,-18.6289,,-3.8,,-21.2041,,-66.926,QC'd by Pharmacopeia
13722,17385232,3247083,CN(C)C(=O)C1=CC2=C(N1CC3=C(SC=C3)Br)C[C@@H]4[C@H]2[C@](N(C4)C(=O)C5=CC=CC=C5)(CC6=CC=CC=C6)C(=O)OC,Active,86,,,Inhibitor,1.5849,91.9321,,Complete curve; high efficacy,-5.8,1.7885,0.9957,-94.7906,-2.8585,-1.1,0 0 0 0 0 0 0,-97.7759,,,-7.5842,,,-0.0736,,-4.1119,,,-10.3091,,-61.3505,,-90.899,,-97.7759,QC'd by UPCMLD
13723,26751102,6636440,C[C@@H]([C@@H](C1=CC=CC=C1)OC)[C@H]([C@H](C)C(OC)OC)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-38.7294,,,,,,,,,,,,,-18.9543,,-38.7294,,,QC'd by BUCMLD
13724,11113938,6604823,CC[C@@]1(CC2=CC=CC=C2O1)C3=NC=CN3,Inconclusive,21,,,Inhibitor,12.5893,43.7201,,Partial curve; partial efficacy,-4.9,1.4163,0.8942,-45.3758,-1.6557,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-42.9429,0.7409,0.9528,-0.0619,,0.8427,-7.1547,3.6142,-0.6137,,-11.7052,-7.7384,-2.1858,1.169,-13.7226,-22.9793,-30.5321,-42.9429,QC'd by Tocris
13725,26754418,5816,CNC[C@@H](C1=CC(=C(C=C1)O)O)O,Inconclusive,20,,,Inhibitor,31.6228,33.2249,,Partial curve; partial efficacy; poor fit,-4.5,0.5,0.361,-37.2249,-4,-2.4,1 0 0 0 0 1 0 0 0 0 0 0 0 0 0,-31.0208,6.7062,-3.659,-4.7277,,-16.2031,0.9322,-32.9586,-3.6653,,-1.4903,-26.8739,-9.5673,-6.3043,-9.7187,-7.3626,-20.1548,-31.0208,QC'd by Timtec
13726,846220,648601,CC1(C=CC2=C(O1)C3=C(C=CC(=C3)OC)NC2=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,-28.9795,-4.0932,-3.9541,-2.9641,,-4.6665,-7.117,-3.2681,-0.8265,,-1.413,0.5519,-7.8147,-1.5845,-6.7472,-9.2726,-14.8295,-28.9795,QC'd by Timtec
13727,4252562,223191,CC(C)(C)CC(C)(C)C1=CC(=C(C(=C1)O)O)CN2CCCCC2,Inconclusive,22,,,Inhibitor,3.9811,35.0057,,Partial curve; partial efficacy,-5.4,1.9282,0.9873,-37.6062,-2.6005,-2.2,0 0 0 0 0 0 0,-33.4218,-0.5004,,-2.153,,,-4.6637,,-3.0468,,,-4.0919,,-11.2301,,-33.4218,,,QC'd by NCI
13728,26749975,16758161,C[C@@]12CCC(C[C@H]1CCC3C2CC[C@@]4(C3CCC4O)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,,7.8567,,,-6.9271,,,-4.0171,,-1.8561,,,-8.326,,-11.2203,,3.146,,7.8567,QC'd by Microsource
13729,4238485,3233595,CN(C)CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3NCCC4=CNC5=C4C=C(C=C5)OC,Active,65,,,Inhibitor,1.5849,65.4317,,Complete curve; partial efficacy,-5.8,2.0479,0.9857,-76.6571,-11.2254,-1.2,0 0 0 0 0 0 0,-79.0998,,,-17.1327,,,-11.5323,,-5.2867,,,-15.599,,-55.8669,,-73.1116,,-79.0998,QC'd by Pharmacopeia
13730,17389278,61527,CC1=CC(=C(O1)C)C(=O)C,Inactive,0,,,Inactive,,,,,,,,,,4,,5.9016,4.258,-2.2206,-28.2839,,7.5266,13.5892,13.7753,1.6153,,16.9552,18.0982,28.0902,20.5541,22.0996,5.093,6.9015,5.9016,QC'd by NIEHS/NTP
13731,4237510,3232623,C1COCCN1C2=NC=C3C(=N2)N(C(=O)C(=N3)CCC4=CC=CC=C4)CC5=CC=CS5,Inactive,0,,,Inactive,,,,,,,,,,4,,-21.73,,,1.8712,,,-5.095,,-5.7987,,,-5.0802,,7.6645,,-11.009,,-21.73,QC'd by Pharmacopeia
13732,11113935,6546956,COC(=O)[C@@H]1[C@H](CC[C@@H]2[C@H]1C[C@H]3C4=C(CCN3C2)C5=CC=CC=C5N4)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-18.7763,-14.6434,-10.0632,-12.9587,,-16.8502,-11.8448,-12.5586,-10.2612,,-7.718,-5.6377,-9.8464,-11.0286,-5.3294,-6.8441,-9.64,-18.7763,QC'd by Tocris
13733,11111978,6604051,C[C@@H](C1CCC(CC1)C(=O)NC2=CC=NC=C2)N,Inconclusive,21,,,Inhibitor,15.8489,62.3727,,Partial curve; partial efficacy,-4.8,1.8851,0.9854,-58.8727,3.5,-2.2,0 0 0 0 0 0 0,-54.1399,,,4.4593,,,6.8116,,2.7246,,,3.6577,,-3.1346,,-16.5289,,-54.1399,QC'd by SigmaAldrich
13734,11111178,716314,C1=CC(=CC=C1C[C@H](C(=O)O)N)F,Inactive,0,,,Inactive,,,,,,,,,,4,,-6.4105,,,0.5599,,,-3.7092,,-4.4436,,,-2.3942,,-2.3832,,-4.2636,,-6.4105,QC'd by SigmaAldrich
13735,17385229,3247151,CN(C)C(=O)C1=CC2=C(N1CC3=CC=CC=C3)C[C@@H]4[C@H]2[C@](N(C4)C(=O)C5=CC=CC=C5)(CC6=CC=CC=C6)C(=O)OC,Active,89,,,Inhibitor,1,108.225,,Complete curve; high efficacy,-6,1.3723,0.9952,-119.016,-10.7909,-1.1,0 0 0 0 0 0 0,-119.378,,,-6.6437,,,-16.0945,,-12.1127,,,-39.6123,,-96.039,,-112.04,,-119.378,QC'd by UPCMLD
13736,26754417,644020,C1CCN2C[C@@H]3C[C@H]([C@H]2C1)CN4[C@H]3CCCC4,Inactive,0,,,Inactive,,,,,,,,,,4,,-23.2057,-4.1035,-7.4869,-10.5787,,-10.8946,-8.5696,-9.2027,-2.558,,-3.0792,-3.1599,-2.7964,-2.5304,-3.1589,-16.0451,-12.2072,-23.2057,QC'd by Timtec
13737,26751101,16758532,C[C@@H](/C=C\CC(=O)OC)[C@H](C(C)C)OCC1=CC=CC=C1Br,Inactive,0,,,Inactive,,,,,,,,,,4,,-9.0365,-6.9231,,-4.4291,,,-2.3204,,-7.2024,,,-1.0267,,-2.0778,,-9.0365,,,QC'd by BUCMLD
13738,26748830,16757821,C[C@H]1/C=C/C=C/2\COC\3[C@]2([C@H](C=C(/C3=N/O)C)C(=O)OC4CC(C/C=C(/[C@@H]1OC5CC(C(C(O5)C)O)OC)\C)O[C@]6(C4)CCC(C(O6)C7CCCCC7)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.7855,,,-3.0586,,,1.17,,-2.7884,,,-0.0189,,-1.3625,,0.83,,-4.7855,QC'd by Microsource
13739,4238488,3233598,CCNC1=NC=C2C(=N1)N(C(=O)C(=N2)CCC3=CC=CC=C3)CCOC,Inconclusive,21,,,Inhibitor,15.8489,53.7146,,Partial curve; partial efficacy,-4.8,1.3723,0.992,-63.2893,-9.5747,-2.2,0 0 0 0 0 0 0,-56.7264,,,-9.7363,,,-9.5614,,-9.5665,,,-8.903,,-16.2025,,-28.9185,,-56.7264,QC'd by Pharmacopeia
13740,4239731,3234838,CN(C)CC1=CC=CC=C1C2=CC3=C(C=C2)N=CN=C3N(C)C,Inconclusive,20,,,Inhibitor,12.5893,64.6638,,Single point of activity,-4.9,1.2475,0.8917,-43.5372,21.1265,-3,0 0 0 0 0 0 0,-35.9422,,,12.9767,,,13.26,,32.1905,,,28.7631,,10.1409,,-7.2077,,-35.9422,QC'd by Pharmacopeia
13741,26749974,6710647,COC1=C(C(=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)O)OC)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.3697,,,-6.0351,,,-0.5697,,-3.9574,,,-3.2597,,0.0502,,-3.1109,,-12.3697,QC'd by Microsource
13742,4252563,223285,CC1=CC(=C(C=C1CN2CCCCC2)C(C)C)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.7472,1.1386,,-9.7353,,,-3.3471,,-4.5905,,,-1.1991,,-6.1383,,-7.7472,,,QC'd by NCI
13743,17389275,15206,C(C(CBr)(CBr)CBr)O,Inactive,0,,,Inactive,,,,,,,,,,4,,-8.4924,2.5495,0.7557,12.6166,,20.1549,-6.8108,12.9987,6.5985,,7.8756,6.8011,7.3619,13.3763,30.5194,-11.4371,-14.8266,-8.4924,QC'd by NIEHS/NTP
13744,4237509,3232622,COCC(=O)N1CCC[C@]2(C1)CCN(C2)C(=O)NC3=CC=CC=C3,Inactive,0,,,Inactive,,,,,,,,,,4,,-21.6235,,,-1.3925,,,3.6174,,-1.9324,,,-0.0126,,2.7055,,-6.3322,,-21.6235,QC'd by Pharmacopeia
13745,11111979,135399235,CCCOC1=CC=CC=C1C2=NC3=NNN=C3C(=O)N2,Inactive,0,,,Inactive,,,,,,,,,,4,,-15.2453,,,8.7234,,,13.9484,,15.5055,,,10.8734,,-7.3005,,-25.234,,-15.2453,QC'd by SigmaAldrich
13746,17385230,3247167,CN(C)C(=O)C(=O)C[C@H]1[C@H]2[C@@H](CC1=O)CN([C@@]2(CC3=CC=C(C=C3)F)C(=O)OC)C(=O)C4=CC=CC=C4,Active,43,,,Inhibitor,6.3096,79.6965,,Partial curve; partial efficacy,-5.2,1.21,0.9694,-77.5782,2.1183,-2.2,0 0 0 0 0 0 0,-70.997,,,-2.8284,,,-3.558,,7.8203,,,6.4163,,-19.8701,,-50.1232,,-70.997,QC'd by UPCMLD
13747,11111177,6603849,C1=COC(=C1)CNC2=CC(=C(C=C2C(=O)O)OS(=O)N)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-7.1357,,,3.3248,,,2.1407,,3.6183,,,-4.2428,,-4.4467,,-5.4122,,-7.1357,QC'd by SigmaAldrich
13748,11113936,2438,CN1CCC(CC1)C2=CNC3=C2C=C(C=C3)O,Inconclusive,21,,,Inhibitor,15.8489,55.8842,,Partial curve; partial efficacy,-4.8,1.1,0.8322,-60.9601,-5.0759,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0,-57.9559,-9.9003,-12.9006,-3.1841,,-3.52,-1.1951,-9.6958,-0.7094,,-6.4719,-7.3542,-2.1394,-5.3046,-21.1229,-35.7872,-24.8004,-57.9559,QC'd by Tocris
13749,26747719,5216,CCNC1=NC(=NC(=N1)Cl)NCC,Inactive,0,,,Inactive,,,,,,,,,,4,,-12.3937,,,-7.2276,,,-10.4659,,-8.7405,,,-13.0539,,-13.1708,,-9.9564,,-12.3937,QC'd by Microsource
13750,26751100,16758531,C[C@@H]\1[C@H](C2=CC=CC=C2/C1=C\CC(=O)OC)OC,Inactive,0,,,Inactive,,,,,,,,,,4,,-2.8858,1.576,,-8.6055,,,-2.7048,,-3.8375,,,0.4096,,0.972,,-2.8858,,,QC'd by BUCMLD
13751,4239730,3234837,C1CC1N2C3=NC(=NC=C3N=C(C2=O)CCC4=CC=CC=C4)OC5=CC=CC=C5,Inconclusive,21,,,Inhibitor,15.8489,52.727,,Partial curve; partial efficacy,-4.8,0.9,0.9081,-56.9785,-4.2515,-2.2,0 1 0 0 0 0 0,-44.3559,,,-11.891,,,-20.1307,,3.1591,,,-4.9522,,-14.5331,,-25.7788,,-44.3559,QC'd by Pharmacopeia
13752,26749973,6708756,COC1=CC=CC=C1C2=CC(=O)C3=C(O2)C(=CC=C3)OC,Active,41,,,Inhibitor,19.9526,95.6465,,Partial curve; high efficacy,-4.7,1.7885,0.9989,-98.0302,-2.3836,-2.1,0 0 0 0 0 0 0,-85.5011,,,-3.9704,,,-1.2123,,-3.2604,,,-2.0868,,-3.108,,-27.9791,,-85.5011,QC'd by Microsource
13753,4238487,3233597,CS(=O)(=O)NC1=CC=CC(=C1)C2=NC=CC(=N2)NCC3=CC=CC=C3,Active,43,,,Inhibitor,7.9433,99.705,,Partial curve; high efficacy,-5.1,1,0.9982,-111.631,-11.9256,-2.1,0 0 0 0 0 0 0,-97.9071,,,-13.0007,,,-12.8058,,-11.4863,,,-16.6499,,-34.0815,,-73.204,,-97.9071,QC'd by Pharmacopeia
13754,17389276,12308,C(CO)CBr,Inactive,0,,,Inactive,,,,,,,,,,4,,-4.3317,4.8083,0.7837,-0.5697,,0.1509,-2.6094,-1.3048,-3.4512,,1.9959,-1.3421,-1.9601,-3.6389,8.6268,-4.5681,-5.0911,-4.3317,QC'd by NIEHS/NTP
13755,4252564,408043,C1CN(CCN1)CCCSC2=C(C=CC(=C2)Cl)Cl,Inactive,0,,,Inactive,,,,,,,,,,4,,-16.9574,0.6543,,-8.494,,,-4.4489,,-11.9324,,,-6.3787,,-10.8646,,-16.9574,,,QC'd by NCI
13756,26753305,16759180,CC1=C(SC2=NC3=C(N12)C=C(C=C3)N)C(=O)NC4CCCCC4.Cl,Active,87,,,Inhibitor,1.5849,102.866,,Complete curve; high efficacy,-5.8,0.9,0.9989,-107.599,-4.7336,-1.1,0 0 0 0 0 0 0,-103.629,,,-5.2627,,,-6.3534,,-12.7405,,,-29.3333,,-67.1781,,-90.9631,,-103.629,QC'd by Tocris
13757,11111925,6093336,CC1=CC=CC=C1O[C@@H](CCNC)C2=CC=CC=C2,Inconclusive,22,,,Inhibitor,3.1623,41.5744,,Partial curve; partial efficacy,-5.5,1.1,0.9199,-38.7937,2.7807,-2.2,1 0 0 0 0 0 0,-40.1937,,,,-14.8332,,-1.9709,,,3.0956,,4.1928,,-20.0934,,-25.171,,-40.1937,QC'd by SigmaAldrich
13758,11113052,6604575,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)[C@@H]4COC5=CC=CC=C5O4)N)OC.CS(=O)(=O)O,Inconclusive,22,,,Inhibitor,5.0119,48.4394,,Partial curve; partial efficacy,-5.3,0.7,0.8338,-45.4854,2.9541,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-37.9045,5.0483,-8.1568,3.863,,-2.3581,13.0136,1.862,9.4416,,-4.5302,-6.4503,-10.5999,-18.8532,-18.2098,-24.2615,-37.9045,,QC'd by Prestwick
13759,4238450,3233560,COC1=NC=C2C(=N1)N(C(=O)C(=N2)C3=CC=CC=C3)C4CC4,Inconclusive,20,,,Inhibitor,25.1189,47.4828,,Single point of activity,-4.6,2.8473,0.9805,-35.8256,11.6572,-3,0 0 0 0 0 0 0,-31.7118,,,11.6633,,,9.9405,,16.003,,,8.738,,12.6771,,6.9037,,-31.7118,QC'd by Pharmacopeia
