PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Direction,Activity Qualifier,Qualified AC50,Log of AC50,Hill Coefficient,Curve R2,Data Type,Compound Type,Compound QC,Data Analysis QC,NCGC Comment,Curve Fit Model,Hill S0,Hill Sinf,Hill dS,Log AC50 Std Error,Curve Chi2f,Excluded Points,Number of Points,Activity at 0.732nM,Activity at 1.636nM,Activity at 3.658nM,Activity at 8.18nM,Activity at 18.291nM,Activity at 0.041uM,Activity at 0.091uM,Activity at 0.204uM,Activity at 0.457uM,Activity at 1.022uM,Activity at 2.286uM,Activity at 5.111uM,Activity at 11.429uM,Activity at 25.556uM,Activity at 0.057mM
7598,4252911,3246146,C[C@@]12CC[C@H]3[C@@H]([C@H]1CC[C@@]2(C)O)CC[C@@H]4[C@]3(CC5=CN=C(N=C5C4)C6=CC=CC=C6)C,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-4.9,,-7.2,,3.7,,-6.9,,6.9,,-0.6,,,,
7599,4252912,2724199,C1=C(NC(=S)NC1=O)C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,0 0 0 0 0 0,,12.3,,1.9,,6.7,,4.8,,14.2,,-10.7,,,,
7600,4252913,3246147,C1=CC(=CC=C1CSC[C@@H](C(=O)O)N)I,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-5.5,,-2,,-3.8,,-2.5,,-5.2,,-12,,,,
7601,4252914,236954,C1=CC(=CC=C1CSCCC(=O)O)I,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-10.3,,-10.7,,-4.8,,-11.7,,-16.4,,-9.3,,,,
7602,4252917,237120,C1=NC(=C(N1)CC(=O)O)C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-37.9,,-0.3,,-9.5,,-5.5,,-9.8,,-8.7,,,,
7603,4252918,412623,C1=CC=C2C(=C1)C=C(C(=C2S(=O)(=O)O)O)C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,15.3,,18.6,,4,,12.6,,7.7,,2.2,,6.6,,
7604,4252919,700622,C1=CC=C(C=C1)/C=C(/C2=CC=CC=C2)\C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-11.1,,-14.7,,-1.2,,-9.3,,-4,,1.9,,-20.8,,
7605,4252920,135403624,CC(C)CNC1=C(C(=O)NC(=N1)N)NC=O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,0 0 0 0 0 0 0,,-0.7,,-7.4,,4.9,,2.1,,-2.2,,-4.9,,-20.7,,
7606,4252921,9595216,CC1=C[C@@H]([C@H](C(C1)(C)C)O)[C@H]2/C(=N\O)/C=C(CC2(C)C)C,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-7,,-4.2,,-0.1,,-8.5,,-0.5,,-5.7,,-5.8,,
7607,4252924,80247,C(CP(=O)(O)O)P(=O)(O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,8,,17.9,,3.5,,7.8,,5.3,,4.1,,0.1,,
7608,4252925,134490,C(CN)[C@@H](C(=O)O)N,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,40.9,,-4.4,,-13.8,,3.5,,-6.1,,-8.9,,,,
7609,4252928,237621,CC1=C(C=CC(=C1)OC)CCCC(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-1.8,,-3.2,,3.9,,3.7,,1.4,,-2.6,,-10.8,,
7610,4252929,3246152,C[C@@H](C[C@@H](C(=O)O)N)C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-7.7,,-8.8,,5.5,,-11.9,,-0.7,,10.4,,-18.7,,
7611,4252930,3246153,CC1CCC(CC1)([C@@](C)(C2=CC=CC=C2)C(=O)O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-8.6,,0.2,,-0.1,,-0.4,,2.6,,4,,-4.6,,
7612,4252931,234991,C1CN1C[C@H]([C@H](CN2CC2)O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,1 0 0 0 0 0 0,,7.2,,-3.2,,-4.2,,2.5,,-17.5,,17.3,,1.6,,
7613,4252932,686030,COC1=CC=C(C=C1)C[C@@H](CN2CCOCC2)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-1.5,,0.6,,-1.7,,0.8,,-0.1,,-9.6,,-16,,
7614,4252934,65526,C1=CC(=CC=C1CN)C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-6.5,,23.1,,-4.5,,-2.4,,-4.9,,-4.8,,,,
7615,4252936,5338,C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-12.2,,-12.4,,-0.3,,-4.9,,5.5,,1.2,,-7.1,,
7616,4252937,3246154,C([C@@H](C(=O)O)S)C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-9.8,,3.9,,0.1,,0.3,,5.1,,-3.2,,-3,,
7617,4252939,135403625,C1=CC=C(C=C1)CSC2=NC(=CC(=O)N2)C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-12.9,,1.3,,5.6,,1.3,,1.2,,-1.8,,-12,,
7618,4252941,238037,C1=CC(=CC=C1N)S(=O)(=O)NCCN,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,0.6,,-8.6,,-4.9,,5.4,,5.6,,1.3,,-3.4,,
7619,4252942,3246155,CN1[C@@H]2CC[C@H]1CC(C2)OC(C3=CC=CC=C3)C4=CC=CC=C4.CS(=O)(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,3,,-1.4,,9.8,,12.2,,2.2,,-0.2,,-4.2,,
7620,4252943,412863,CN(C)C(=O)C1CCN(CC1)CC2=CNC3=CC=CC=C32,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-14.7,,1.1,,-14.6,,-3.3,,-14.1,,-14.5,,-11.8,,
7621,4252944,412865,C1CN(CCN1CC2=CNC3=CC=CC=C32)CC4=CNC5=CC=CC=C54,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-5.2,,-8.4,,-5.6,,-11,,-9.1,,-18.1,,,,
7622,4252945,3246156,C[N+](C)(C)C1=CC=C(C=C1)[C@@H](C(=O)O)N,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-5,,-16,,-7.3,,-7,,-0.1,,-5.5,,-19.7,,
7623,4252946,3032930,C1CN(CCN1)CCNC(=S)S,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,4,,-2.7,,7.1,,-8.8,,8,,-0.3,,-7.1,,
7624,4252948,3246157,CC[C@H](C(=O)O)NC1=NC=NC2=C1NC=N2,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,0 1 0 0 0 0 0,,8.8,,-4,,18.5,,11,,-4.2,,-2.2,,-2.9,,
7625,4252949,3246158,C1=CC=C2C(=C1)[C@@](C(=O)N2)(CC3=CC=CC=N3)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,5.2,,-8,,2,,-6.3,,-6.7,,-6.6,,-2.4,,
7626,4252950,238309,CN(C)CCCC1=CN=CC=C1,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-9.1,,-6.2,,-8.3,,-6.5,,0.7,,-10.2,,,,
7627,4252951,95909,C1COCCN1CCC2=CC=CC=N2,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,7.3,,-5.8,,6.3,,7.6,,-0.5,,-3,,,,
7628,4252958,3246160,C1=CC=C(C=C1)[C@@H](CCC2=CC=CC=N2)C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-4,,-2.7,,3.8,,-0.9,,-0.1,,-2.6,,-12.5,,
7629,4252962,3246162,CC(C)(C)C(=O)[C@H](CCN(C)C)C1=CC=CC=N1,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,3.8,,-16.6,,-1.6,,-4,,-15.9,,-15.3,,-12.7,,
7630,4252964,3246164,C1CCN(C1)CC[C@@H](C2=CC=CC=C2)C3=CC=CC=N3,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,0 0 0 1 0 0 0,,0.1,,2.5,,0.8,,-22.4,,5.4,,-1.3,,-14.8,,
7631,4252966,193613,C1=CC=C(C=C1)CSC[C@@H](C(=O)O)N,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-3.8,,-10.7,,2.9,,-0.8,,2.6,,4.7,,-9.6,,
7632,4252967,160453,C1=CC=C2C(=C1)C(=O)N(C2=O)[C@@H](CCC(=O)O)C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-3.1,,4,,-6.7,,16.6,,-1.1,,13.3,,-2.3,,
7633,4252968,46284,CN(C)CCCSC1=NC2=CC=CC=C2N1,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-5.2,,1.1,,-1.8,,8,,-1.7,,-6.9,,,,
7634,4252969,2734802,[C@@H]1([C@H](O1)C(=O)O)C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-10.2,,-7.6,,-0.7,,-8.4,,5.4,,0.6,,-8.6,,
7635,4252970,3246165,C1C[C@H](O[C@H](C1)N2C=NC3=C2NC=NC3=S)CO,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-13.6,,-9.3,,-7.4,,-12.7,,-3.6,,-13.8,,,,
7636,4252973,3246166,C1CN(C[C@@H]1C2=CNC3=CC=CC=C32)CCN4CCOCC4,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-7.6,,-4,,-0.8,,-3.4,,2.5,,2.1,,-9.4,,
7637,4252974,,,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,0 0 0 0 0 0 0,,5.4,,-2,,-4.7,,4.9,,2,,-1.3,,-16.7,,
7638,4252975,3246167,C[C@]1(C(=O)NC(=O)N1)CC(C)(C)OCC2=CC=CC=C2,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-9.7,,-8,,-13.9,,-4.5,,-8.2,,-12.1,,,,
7639,4252976,3246168,C([C@@H]1[C@H]([C@@H]([C@@H]([C@@H](O1)OP(=O)(O)O)O)O)O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,0 0 0 0 0 0 0,,19,,1,,-1.9,,5.8,,-7.3,,-6.2,,-16.5,,
7640,4252977,5771554,CN1C2=C(C(=O)N(C1=O)C)NC=N2.CO[C@H]([CH2-])CC1=CC=CC2=C1OC(=O)C(=C2)C(=O)O.[OH-].[Hg],Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-3.3,,-3.3,,3.9,,-7.7,,-2.9,,8.6,,-15.3,,
7641,4252978,5355750,C/C(=N/O)/C1=CC2=C(C=C1)C=C(C3=CC=CC=C32)Br,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-2.3,,5.6,,-3.5,,5.3,,-5.5,,-13.6,,,,
7642,4252981,239491,CC(C)CN1C=NC2=C1N=C(N=C2SC3=C(N=CN3C)[N+](=O)[O-])N,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-3.4,,-7,,1,,-19.8,,0.9,,8.1,,,,
7643,4252982,3246173,C1CCO[C@@H](C1)N2C3=C(C=N2)C(=NC=N3)N4CC4,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-0.3,,-7.3,,-0.5,,4.6,,1.4,,-5.8,,-11,,
7644,4252983,13399,C1=CC=C2C(=C1)C(=NN2)N,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,6.2,,-4.7,,-7,,8.7,,-4.4,,-9.1,,,,
7645,4252985,239729,CN(CC1=C(C(=CC(=C1Cl)Cl)Cl)O)CC(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-3,,-6.1,,5.3,,-2.8,,6.6,,-1,,,,
7646,4252986,413118,CC[N+](C)(CC)CCN1C(=O)C2=CC=CC=C2S1(=O)=O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-4.4,,-6.7,,-3.4,,-1.4,,-9.9,,-1.2,,-12.1,,
7647,4252988,3246175,C[C@@]12CC[C@@H](C[C@@H]1CC[C@@H]3[C@@H]2CC[C@@]4([C@@H]3CC[C@@H]4C(=O)C[C@@H](C(F)(F)F)O)C)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,0 0 0 0 0 1 0,,-1.8,,3.3,,-10.1,,-3.3,,-15.3,,2.1,,-18.1,,
7648,4252991,3246177,CN(C)[C@@H](CCSC)C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,0 0 0 0 0 0 0,,14.7,,18.9,,14.3,,11.7,,7,,0.3,,-7.6,,
7649,4252994,135403626,CC1=CC(=C(C=C1)N=NC2=C(C3=CC=CC=C3NC2=O)O)S(=O)(=O)N(C)C,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-12.6,,-9.5,,-12.9,,-11.7,,-5.6,,-14.6,,,,
7650,4253001,413271,C1=CC=NC(=C1)CCSC(=N)N,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-10.1,,-4.7,,-8.8,,-2.9,,-4.2,,-10.2,,,,
7651,4253002,498054,CS(=O)(=O)O.C1=CN=CC=C1CCSC(=N)N,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-14.3,,-3.4,,-18.6,,-11.1,,-11.8,,-17.8,,,,
7652,4253005,3246179,C[C@@]12CCC(=O)N(C1=CC[C@@H]3[C@@H]2CC[C@@]4([C@H]3CC[C@]4(C)O)C)CCN(C)C,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-6.8,,4,,-7.3,,0.9,,-4.4,,4.2,,-12.6,,
7653,4253009,3246182,CCOC(=O)[C@@]1(CCCC1=O)CC(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-8.7,,-6.8,,-6.3,,-5.1,,-3.8,,5.5,,-12.7,,
7654,4253011,3246183,C1=CC=C(C=C1)CC[C@@H](C(=O)O)N2C(=O)C3=CC=CC=C3C2=O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,0.8,,-5.4,,-8,,-8.6,,-10.8,,-9.6,,,,
7655,4253012,6106,CC(C)C[C@@H](C(=O)O)N,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,2.3,,-1.9,,-5.1,,-8.2,,-1,,4.6,,,,
7656,4253013,3246184,C1=CN=C(N=C1)NC(=O)[C@H]2[C@@H]3C=C[C@@H]([C@@H]2C(=O)O)O3,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,1 0 0 0 0 0,,-5,,8.5,,-8.3,,-4.9,,-3.9,,-13.2,,,,
7657,4253014,3246185,C1=CC=NC(=C1)CNC(=O)[C@H]2[C@@H]3C=C[C@@H]([C@@H]2C(=O)O)O3,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,9.6,,2.7,,-13.3,,4.4,,7.3,,-0.1,,,,
7658,4253016,3246187,C1C[C@@H]2[C@@H]([C@H]([C@H]1O2)C(=O)NCC3=CN=CC=C3)C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,1 0 0 0 0 0 0,,-5.4,,-1,,8.1,,7.4,,-10.8,,-12.1,,-11,,
7659,4253017,3246188,C1C[C@@H]2[C@@H]([C@H]([C@H]1O2)C(=O)NC3=CC=CC4=C3N=CC=C4)C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-5.7,,0.5,,-3.8,,-9,,-2,,19.8,,-11,,
7660,4253019,3246189,CC[C@H](CN(C)C)C(=O)C1=CC=CO1,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-9.3,,-0.9,,2.2,,1.2,,3.2,,13,,-9.1,,
7661,4253020,240782,CCC(=O)NC1=NC=NC2=C1N(C=N2)C(=O)CC,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,0.3,,-9.3,,-10,,-3.2,,-7.7,,-2.7,,-5.2,,
7662,4253021,240836,C1C(CC12CC(C2)C(=O)O)C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-11.2,,-6,,-9.2,,-4.2,,-13.6,,-6.3,,,,
7663,4253023,135485437,CC1=C(C(=O)N(N1)C2=CC=C(C=C2)S(=O)(=O)O)N=NC3=CC=CC=C3.[Na],Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,2.6,,-1.8,,0.5,,-0.2,,5.7,,1.9,,-10.5,,
7664,4253026,3246190,C1=CC=C(C=C1)[C@@H](CC(=O)O)N=C(N)N,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-7.4,,-0.5,,-8.5,,-6.1,,-8.5,,-2.1,,-16.5,,
7665,4253028,62616,C1=CC(=C(C=C1Cl)CC2=CC(=CC(=C2O)CC3=C(C=CC(=C3)Cl)O)Cl)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-14.4,,-5.8,,-8.8,,-12,,-15.6,,-23.8,,,,
7666,4253029,413430,CC(C)(C)C1=CC(=C(C(=C1)CN(C)C)O)CNC2CCCCC2,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-7.1,,-11.7,,-8.9,,-9.9,,-15.6,,-20.4,,,,
7667,4253030,240955,C1C2=C(C=CC(=C2)OC(=O)C3=CC=CC=C3)OCN1CC4=CC=CC=C4,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-6.6,,-2.9,,3.3,,-2.1,,0.8,,-14.3,,,,
7668,4253032,3246191,CC(=O)OC1=CC2=CC[C@H]3[C@H]4CCC(=O)[C@]4(CC(=O)[C@@]3([C@@]2(CC1)C)S)C,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-0.4,,-3.8,,-2.6,,4.8,,-2.7,,-9.4,,,,
7669,4253036,241066,CC1=CC(=C(C(=C1)CC2=C(C(=CC=C2)CC3=CC(=CC(=C3O)C)C)O)O)C,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-3.6,,-3.2,,-11,,-12.1,,-7.8,,-14.7,,,,
7670,4253038,122993,CC1=CC(=NC2=CC3=C(C=C([N+](=C3C=C2)C)C)N)N=C(N1C)N,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-3.9,,-7,,-6.4,,0.9,,2.6,,-5.3,,,,
7671,4253039,3246192,B1(OC[C@H](O1)[C@@H]2[C@H]3[C@H](COB(O3)C4=CC=CC=C4)OB(O2)C5=CC=CC=C5)C6=CC=CC=C6,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,0 0 0 0 0 0 0,,17.6,,15,,7.9,,8.2,,10.3,,8,,-12.1,,
7672,4253040,241158,C1=CC(=CC=C1CC2=CC=C(C=C2)[As](=O)(O)O)[As](=O)(O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,0 0 0 0 0 0 0,,13.7,,18.9,,11,,9.2,,8.3,,3.7,,-9.2,,
7673,4253041,3246193,C1=NC2=C(N1)C(=NC=N2)SCCN3C=NC4=C(C3=S)NC=N4,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-1.3,,-2.2,,-5.1,,-3.2,,-7.4,,-0.9,,-17,,
7674,4253043,241183,C1=CC(=CC=C1CSC2=NC=CC(=O)N2)Cl,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,0 0 0 0 0 0 0,,6.4,,14.4,,2.1,,17.2,,8.3,,-1.7,,-17.7,,
7675,4253044,241222,C1CCC(CC1)N2CC3=C(C4=C(C(=C3OC2)O)OCN(C4)C5CCCCC5)C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-4.6,,6,,5.9,,7.3,,5.7,,15.6,,3.2,,
7676,4253046,223214,CC(C)(C)C1=CC(=C(C(=C1)CN(C)C)O)CN(C)C,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-10.1,,-5.5,,-8,,-4.3,,-15,,-2.4,,-12.9,,
7677,4253047,314325,C1CN=C(N1)SCC(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-7,,-8.8,,-11.2,,-7.5,,-15,,-3.5,,-25.6,,
7678,4253048,3246194,C[C@]12CC[C@@H](CC1=CC[C@H]3[C@@H]2CC[C@@]4([C@H]3CC[C@@]4(C(=O)CCN(C)C)O)C)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,1 0 0 0 0 0 0,,3.3,,15.7,,7.9,,14.9,,14.4,,3.3,,-5.7,,
7679,4253049,413484,CC(C)(C)C1=CC(=C(C=C1)O)C[N+](C)(C)C,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-3.9,,-2.5,,-12,,-2.6,,-12.3,,-6.4,,-20.6,,
7680,4253050,241379,C1=C(C=C(C(=C1CC2=C(C(=CC(=C2)Cl)C(=O)O)O)O)C(=O)O)Cl,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-12.5,,-12.2,,-13.7,,-13.1,,-12.3,,-12.5,,-27.1,,
7681,4253051,413487,C1CCC(CC1)NCC2=CC(=C(C=C2O)CN3COC4=CC=CC=C43)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-5,,-0.1,,-10.1,,-7.3,,-10.2,,-5.5,,-14.2,,
7682,4253052,241399,CC(C)(C)C1=CC(=C(C=C1)O)CN(CC2=C(C=CC(=C2)C(C)(C)C)O)C3=CC=CC=C3,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,1.7,,3.8,,2.1,,5.2,,2.1,,-6.9,,,,
7683,4253053,241416,C1=CC=C(C=C1)COCC2=C(N=NS2)C(=O)O,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,-7.7,,-20.9,,-8.9,,-4.8,,-4,,-6,,-12.2,,
7684,4253056,241475,C1CCC(CC1)N(CC2=CC(=C(C(=C2)Br)O)Br)CC3=CC(=C(C(=C3)Br)O)Br,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,,,3.8,,3.2,,-22.9,,3.9,,-3.4,,-5.7,,,,
7685,4253057,241476,C1CCC(CC1)N(CC2=CC(=C(C(=C2)Cl)O)Cl)CC3=CC(=C(C(=C3)Cl)O)Cl,Inactive,0,,,inactive,,,,,,qHTS Primary,qHTS ECL - NCI,,Analysis Verified,Inactive,,,,,,,0 0 0 0 0 0,,-17.4,,-5.1,,3.7,,-2.9,,4.3,,11.3,,,,
